day,h1,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h2,h20,h21,h22,h23,h24,h3,h4,h5,h6,h7,h8,h9,month,year,"zone_id"
29,1222544,1434726,1564368,1642919,1687366,1742899,1782584,1802349,1817030,1807276,1793348,1145945,1749913,1676263,1624109,1497423,1370372,1082007,1040518,1035718,1030569,1057525,1139521,1295972,7,2017,
30,1249247,1419484,1551510,1637191,1703800,1769221,1811023,1832319,1841857,1847045,1826840,1155260,1764322,1727659,1676248,1524684,1368793,1090798,1053996,1026685,1026681,1029126,1109459,1273102,7,2017,
31,1245210,1544006,1683762,1796916,1897386,1934304,1917725,1911176,1923308,1915045,1936084,1167438,1869020,1870765,1813002,1638659,1470350,1120467,1094768,1094934,1129998,1205173,1317319,1432885,7,2017,
1,1343976,1607029,1758700,1892683,1970968,1987543,2017956,2031464,2055966,2063605,2114092,1260557,2078545,2022125,1940170,1761192,1587995,1204488,1179189,1165639,1208808,1275935,1367002,1475146,8,2017,
2,,,,,,,,,,,,,,,,,,,,,,,,,8,2017,
3,,,,,,,,,,,,,,,,,,,,,,,,,8,2017,
4,,,,,,,,,,,,,,,,,,,,,,,,,8,2017,
5,,,,,,,,,,,,,,,,,,,,,,,,,8,2017,
6,,,,,,,,,,,,,,,,,,,,,,,,,8,2017,
7,,,,,,,,,,,,,,,,,,,,,,,,,8,2017,
8,,,,,,,,,,,,,,,,,,,,,,,,,8,2017,
9,1124767,1303127,1380641,1459887,1513598,1546354,1577761,1610356,1627165,1627232,1653461,1044027,1593013,1554985,1494575,1361605,1226960,1004317,983564,988096,1022418,1087061,1169240,1233879,8,2017,
10,1114505,1288940,1343377,1355718,1338538,1364915,1351810,1378198,1422688,1479746,1521694,1047670,1487765,1488431,1442322,1326392,1204386,1001517,989294,1001087,1040911,1119612,1190828,1244072,8,2017,
11,1099572,1256182,1319260,1366834,1399363,1414079,1425843,1436083,1460265,1491906,1449093,1047160,1374362,1331807,1283247,1173183,1064349,1000199,984186,981729,1025349,1086400,1161304,1205606,8,2017,
12,967510,1097797,1160939,1205046,1246100,1284245,1320883,1365218,1400198,1423341,1396574,903712,1322407,1282664,1229225,1124622,1000832,865405,840777,841705,849374,867983,927913,1024527,8,2017,
13,900791,1067315,1124364,1173094,1220856,1287632,1338443,1387702,1450279,1482855,1463008,831219,1400109,1383629,1332298,1196090,1074815,790746,767535,767832,770957,779892,844508,959997,8,2017,
14,959757,1260892,1360317,1470177,1527375,1576203,1611123,1650501,1682373,1705280,1729504,904656,1692848,1666251,1589402,1452674,1308392,876584,860544,881904,926827,1012092,1089065,1163234,8,2017,
15,1208068,1428168,1498142,1556676,1541650,1564627,1577179,1627180,1684845,1705312,1698541,1148582,1625163,1590090,1513725,1367709,1234367,1108401,1093474,1092679,1140238,1221782,1305283,1368489,8,2017,
16,1123651,1324110,1409802,1490760,1525598,1568633,1602869,1653949,1688391,1700745,1705744,1044279,1636330,1581067,1492652,1351996,1191036,998446,956997,961436,1002990,1090431,1162976,1230810,8,2017,
17,1077223,1272169,1369460,1474346,1511102,1547011,1571808,1621999,1650412,1648422,1658494,1001231,1602372,1566720,1439798,1343402,1207187,965272,939274,943366,979285,1051104,1105829,1183378,8,2017,
18,1089585,1303843,1394132,1468136,1506233,1525949,1584113,1619016,1645610,1671686,1627926,1024337,1535089,1519420,1476805,1363549,1242017,982665,959149,956501,987231,1069004,1141602,1215129,8,2017,
19,1145342,1310247,1435118,1532864,1615433,1655776,1649294,1656820,1665335,1700730,1670729,1061226,1602011,1593504,1524809,1419714,1302217,1008372,973459,960039,965692,986711,1049902,1180419,8,2017,
20,1199682,1402152,1508944,1588892,1655434,1674756,1683383,1702966,1718812,1730070,1728384,1125591,1679835,1673139,1576741,1432005,1282019,1076595,1041613,1028473,1010469,1024183,1084362,1240492,8,2017,
21,1168608,1320809,1384512,1454372,1487871,1532629,1568314,1624030,1669508,1690398,1709184,1082873,1665650,1620525,1512445,1349680,1199354,1032780,997750,993761,1035710,1114951,1185353,1261097,8,2017,
22,1089891,1297064,1394318,1455675,1504503,1572770,1615375,1660028,1688374,1700593,1693731,1020384,1622098,1636067,1555449,1384322,1227753,977272,954351,960178,1003080,1087410,1155049,1212583,8,2017,
23,1111138,1333066,1437563,1531666,1616198,1638793,1638456,1674286,1716156,1725326,1713344,1043985,1668418,1638574,1548126,1391889,1236518,1001102,974813,981398,1028147,1113343,1179228,1244128,8,2017,
24,1119518,1310058,1419457,1506270,1582904,1615871,1640496,1675967,1673344,1641124,1635887,1055778,1619503,1599394,1517144,1376172,1237164,1008330,984008,982534,1026029,1101547,1170778,1219553,8,2017,
25,1126148,1351069,1459431,1571193,1656504,1707276,1766136,1787293,1808753,1816620,1783728,1061127,1729673,1701038,1590878,1454915,1311992,1012292,985595,986609,1035264,1125400,1190533,1256758,8,2017,
26,1195901,1348918,1468745,1570684,1631551,1664799,1697734,1698243,1703235,1633527,1562118,1108885,1537336,1518999,1461529,1349319,1237517,1056890,1028852,1008368,1005886,1034400,1098954,1225145,8,2017,
27,1140641,1300202,1392621,1475243,1560932,1599533,1613301,1598233,1591335,1590226,1563737,1073623,1549454,1563002,1470097,1343028,1222526,1024283,996403,981784,972649,985221,1046205,1178850,8,2017,
28,1141556,1439876,1546417,1622537,1660989,1701718,1731444,1766206,1785568,1764985,1777434,1080886,1753272,1719890,1601778,1444662,1299415,1054401,1031729,1044532,1098122,1227211,1287819,1346601,8,2017,
29,1200101,1436971,1555202,1670811,1742827,1773181,1793729,1815072,1852760,1868566,1873598,1135832,1839032,1830717,1708182,1528868,1367425,1094041,1073722,1086466,1148116,1266191,1328364,1359151,8,2017,
30,1257729,1376536,1415595,1449650,1469952,1487377,1484345,1463685,1437081,1426603,1420947,1187983,1427926,1433343,1355643,1232507,1108035,1145996,1117584,1117299,1178530,1299159,1343761,1337915,8,2017,
31,1030142,1206337,1224760,1241490,1240777,1232672,1207746,1209101,1225075,1231509,1249808,980006,1267130,1292177,1225407,1122548,1015907,953138,957354,968230,1024448,1145043,1200685,1197026,8,2017,
1,937320,1125390,1151267,1144200,1125462,1115026,1096618,1069927,1068801,1100728,1109298,898450,1118898,1117585,1063291,981323,905309,876053,860998,871817,928503,1023436,1085882,1107613,9,2017,
2,845795,1034105,1064140,1066947,1060125,1058900,1050544,1063885,1080276,1092467,1090942,806206,1087518,1123245,1069019,995882,913722,793110,783712,781349,799099,826178,877836,967903,9,2017,
3,837955,1020391,1058513,1079562,1112649,1126850,1149823,1166462,1172016,1176131,1161697,777654,1153878,1168045,1106278,1012475,922963,748440,732801,728671,736422,761049,821345,944418,9,2017,
4,842512,1000118,1075538,1117581,1141843,1144936,1136743,1138187,1123717,1114309,1155152,791280,1183692,1217637,1138096,1023599,917449,763404,744482,734726,736728,760479,810852,899320,9,2017,
5,844150,1120489,1127931,1133938,1140739,1143590,1120985,1117617,1153268,1182111,1206366,804320,1200223,1201248,1129930,1014038,909203,790972,783949,797258,874919,1036057,1098089,1101642,9,2017,
6,842933,1040540,1069387,1086633,1118057,1133477,1155877,1190753,1229318,1266142,1263480,803318,1268241,1328430,1246163,1121591,995670,826555,826177,838421,873818,1001485,1047886,1037596,9,2017,
7,912581,1081426,1132580,1167500,1209532,1258492,1303380,1358614,1374743,1381134,1385117,872492,1371307,1392746,1301021,1158279,1042525,848259,851451,875142,935690,1076481,1099633,1089797,9,2017,
8,958292,1155486,1190992,1240263,1293747,1338933,1331091,1284538,1275295,1301928,1332960,912010,1312206,1323863,1254453,1158005,1050132,886866,875381,892038,953269,1061633,1130289,1120524,9,2017,
9,960530,1103605,1171427,1231335,1287854,1335410,1366159,1372365,1351883,1332875,1310336,898496,1314426,1312964,1230496,1128699,1024499,847574,832018,824130,845778,878657,935882,1020567,9,2017,
10,927326,1071094,1141138,1195526,1250903,1293253,1316710,1342573,1352368,1345858,1307540,858224,1310303,1334845,1246042,1124698,1006723,819819,798388,792481,797174,825174,880775,982690,9,2017,
11,916494,1124126,1140231,1100624,1100267,1075077,1072998,1065218,1110217,1161156,1195417,871302,1223759,1229207,1155412,1061637,959066,852020,844821,863312,923222,1063434,1122553,1110797,9,2017,
12,891521,1107030,1106616,1108120,1107987,1108711,1092757,1069066,1086930,1149811,1167409,860768,1209185,1204014,1143464,1037318,939260,841800,842170,858482,926696,1064431,1114496,1096123,9,2017,
13,871365,1071566,1075131,1082934,1081928,1081363,1075210,1074637,1092736,1139277,1164461,836108,1212504,1202220,1151377,1055300,946562,812808,807757,822578,892981,1044785,1087490,1065619,9,2017,
14,883968,1106332,1122679,1131503,1125811,1137741,1137231,1132572,1155398,1194255,1201661,851306,1220715,1246298,1196450,1087794,974867,828917,829228,841631,912159,1063905,1115295,1102441,9,2017,
15,902344,1101774,1122690,1136268,1148809,1164461,1165601,1172091,1206849,1213313,1202510,860199,1179860,1184278,1140742,1067859,977133,844151,848211,857222,918209,1059330,1096018,1087842,9,2017,
16,910340,1094075,1125080,1130517,1132944,1128320,1126023,1131306,1141731,1147002,1138772,861750,1155336,1163856,1096488,1016853,920388,827778,819611,821754,846822,894725,958248,1033435,9,2017,
17,841649,1060334,1111609,1146110,1196483,1240085,1270385,1295311,1312195,1341866,1321388,791470,1335627,1334548,1224590,1103723,981664,769905,747201,748702,754645,800191,861918,972282,9,2017,
18,891663,1165156,1225265,1278996,1341011,1399676,1433830,1413604,1398905,1425372,1409933,844989,1404698,1426862,1322701,1183150,1049622,820918,815807,830043,905496,1059036,1103936,1112242,9,2017,
19,962405,1192898,1228786,1270766,1299170,1323605,1331896,1326236,1354955,1382302,1370381,915846,1347321,1330844,1252577,1127806,987819,893121,885528,900493,967199,1116318,1168534,1162574,9,2017,
20,901891,1081749,1084051,1093221,1074854,1083190,1097176,1098080,1111452,1132323,1139875,861542,1180517,1192980,1133498,1021642,921107,839855,830335,846497,912381,1062909,1108206,1086472,9,2017,
21,855129,1060077,1061706,1057650,1060674,1067722,1065911,1069099,1078457,1111133,1126815,818502,1171178,1179232,1118285,1017910,920443,808453,809058,830931,910772,1065760,1114189,1063422,9,2017,
22,856942,1081474,1083751,1059810,1052375,1042423,1037978,1039618,1036668,1062114,1078497,826468,1116287,1107600,1074756,1005155,919950,811791,813542,832291,907859,1068539,1114669,1086124,9,2017,
23,852512,1051987,1076745,1092845,1098794,1112695,1124091,1149113,1177531,1199951,1195975,807203,1239262,1231596,1167524,1087437,997363,785944,775470,775098,806208,856360,923018,993192,9,2017,
24,927782,1173194,1223372,1259971,1274238,1267579,1246914,1243444,1245194,1249097,1239465,888533,1284133,1273191,1179201,1063550,959277,856278,853550,844565,861440,892549,954308,1074475,9,2017,
25,888698,1104698,1124021,1137789,1145664,1161482,1170900,1168907,1208964,1243975,1245019,844880,1266119,1255125,1178604,1063031,935740,824577,816864,835122,911111,1055268,1108083,1101096,9,2017,
26,867610,1070175,1084308,1098869,1085550,1104159,1139600,1144328,1161524,1182036,1197740,817578,1238280,1221549,1148186,1038165,921115,795586,794092,815101,892116,1045622,1095351,1068064,9,2017,
27,863870,1057936,1071969,1096042,1106957,1122142,1119964,1129485,1170663,1179261,1180965,836356,1230305,1214662,1141809,1032397,909966,820558,818958,832710,902769,1054803,1089704,1049911,9,2017,
28,840777,1072476,1099523,1116766,1130537,1110693,1124537,1168101,1173229,1186089,1197741,811784,1228333,1205957,1135240,1040655,938354,795823,793528,813866,895448,1041623,1094008,1059248,9,2017,
29,871740,1056295,1057387,1033568,1053513,1038023,1031492,1029626,1048246,1060433,1071487,841532,1091520,1087310,1063880,996633,913940,809888,809941,827326,900607,1049448,1090431,1060892,9,2017,
30,845720,1080680,1081386,1069047,1027687,1003921,969533,961877,960672,970385,993116,811411,1055196,1035719,997917,923879,853128,787687,787315,790839,820200,877808,959579,1042409,9,2017,
1,785067,1021487,1017243,959169,949149,948037,967234,996346,1018630,1030492,1057727,745921,1127636,1123760,1049022,952624,857790,730313,723598,725728,744727,789671,863686,959646,10,2017,
2,795642,1066622,1065602,1070549,1058474,1058452,1085457,1105481,1130202,1150821,1140486,775264,1168690,1142260,1091275,1022093,920672,763349,768502,799133,888879,1052408,1114297,1072690,10,2017,
3,860910,1062879,1036642,1052993,1077273,1121699,1145896,1145745,1168041,1189179,1193243,828568,1253089,1279612,1204699,1093057,981361,820883,829128,844667,926397,1081644,1121992,1079630,10,2017,
4,912366,1113487,1134577,1176597,1210369,1250416,1270755,1291414,1310210,1343540,1351814,874254,1364844,1339058,1271379,1150534,1027735,850626,850870,866630,939428,1090177,1129725,1100947,10,2017,
5,954172,1109249,1108456,1077414,1080237,1077220,1088295,1083447,1110102,1137444,1180607,900803,1203667,1183134,1118978,1022772,922712,869749,863787,877328,943618,1089038,1137092,1106689,10,2017,
6,860984,1108379,1112290,1114530,1082601,1075370,1088480,1095142,1123201,1156175,1201944,823452,1203052,1163534,1135220,1064676,983094,804111,809641,828422,899019,1044611,1125380,1109529,10,2017,
7,917061,1144241,1166378,1169703,1142699,1116627,1094149,1097371,1104731,1120547,1142391,868930,1158668,1128516,1073894,1003282,928639,846253,839942,847155,873981,919020,992606,1079658,10,2017,
8,864808,1062003,1058864,1033431,1020770,1001691,992335,987032,995360,999967,1033049,813110,1127152,1123787,1057997,968144,884222,793191,782672,785442,805860,861955,928337,1015910,10,2017,
9,825207,1129795,1125768,1122754,1088128,1095036,1098984,1105769,1117972,1166469,1185013,797836,1243949,1208493,1141064,1016677,905372,786074,788465,819308,900182,1049830,1131049,1132695,10,2017,
10,839304,1076961,1082935,1097944,1111711,1130386,1146171,1145886,1161394,1172412,1203943,798441,1260291,1221619,1155454,1039307,932291,795590,805808,829391,917335,1073984,1138131,1076882,10,2017,
11,863826,1080680,1095953,1092492,1094399,1087333,1077961,1081412,1096971,1127990,1171783,830566,1193702,1164658,1117265,1007504,909087,810989,808984,828319,890357,1049508,1112254,1081384,10,2017,
12,847938,1000478,1006656,1006451,1002160,997185,991199,996668,999721,1024157,1076630,813899,1138641,1114450,1052049,989447,904402,818681,810911,812402,858141,992249,1044724,989782,10,2017,
13,844325,1193593,1162800,1126335,1097365,1070360,1052309,1036496,1045152,1072270,1125215,829712,1190826,1185217,1157659,1131912,1064217,819690,843415,880672,975096,1150742,1260608,1235102,10,2017,
14,1004778,1195366,1144903,1109769,1060507,1025514,1001546,989345,994764,1000335,1056355,980491,1124818,1112234,1105192,1059044,998532,966703,970417,983399,1023010,1097903,1170105,1215719,10,2017,
15,944958,1206213,1147335,1100152,1070507,1036169,1006592,991923,1000461,1014565,1069898,935602,1157416,1154558,1115580,1041608,968138,928247,943870,966599,1004071,1073571,1153927,1231628,10,2017,
16,931727,1205223,1173649,1147859,1110644,1109863,1093491,1083955,1093887,1139831,1226067,918623,1285639,1253258,1186633,1070473,976562,933519,948270,990111,1086646,1268331,1323889,1260307,10,2017,
17,931952,1171012,1179828,1179129,1174026,1166338,1153727,1157410,1175056,1219416,1244661,904119,1256726,1210385,1156614,1044031,946543,893635,898610,925953,1005703,1142255,1208758,1171081,10,2017,
18,889463,1094899,1078023,1072526,1067252,1081033,1081351,1086218,1113558,1129462,1187482,858714,1253098,1218201,1163526,1053367,951430,842910,857829,893040,968826,1120528,1182325,1133769,10,2017,
19,878022,1070470,1074184,1071403,1065264,1071491,1065092,1077141,1098061,1129714,1203862,842962,1236265,1203966,1134361,1046778,942295,824867,829333,851871,917269,1056016,1128401,1106965,10,2017,
20,865351,1111572,1100011,1092241,1092488,1076735,1050470,1039352,1051971,1069213,1119433,829011,1157391,1132215,1106823,1040153,960283,808623,808794,827240,904343,1063198,1142654,1098028,10,2017,
21,910279,1142665,1112408,1068518,1023572,1001521,981512,973049,975863,999658,1056119,880705,1113965,1093057,1073829,1018775,959130,870918,874086,885171,932757,998954,1076813,1143914,10,2017,
22,911694,1195774,1161675,1114818,1086812,1059845,1030339,1013549,1019639,1062954,1116346,897328,1174078,1144012,1073984,989189,915038,890339,894639,912204,941611,1001555,1069326,1154430,10,2017,
23,860466,1205899,1189148,1182519,1162518,1167906,1164581,1183880,1238234,1281920,1389909,850213,1438459,1413756,1356413,1252622,1163494,847988,869461,909918,1014963,1196826,1278572,1253284,10,2017,
24,1111058,1286250,1262700,1265461,1265892,1255257,1232559,1234622,1237559,1275201,1369857,1084663,1414335,1427702,1384768,1275283,1177982,1081404,1078471,1121267,1214852,1364659,1393143,1332709,10,2017,
25,1123680,1272163,1241060,1203951,1170739,1161758,1144909,1142199,1180200,1245264,1330362,1104455,1382197,1367240,1307735,1239484,1143670,1096208,1104028,1136834,1218852,1351488,1411081,1333946,10,2017,
26,1094516,1338237,1276927,1214851,1178532,1145338,1135346,1118635,1141288,1182096,1269888,1097048,1328077,1311383,1253095,1183859,1090651,1105534,1125667,1173250,1264919,1417931,1477237,1399262,10,2017,
27,1034371,1272040,1247741,1225275,1213299,1224282,1215786,1226496,1270316,1314499,1346443,1010190,1325041,1282145,1224520,1166733,1069917,1003914,1012466,1038297,1126381,1260494,1323337,1285220,10,2017,
28,988614,1140861,1140339,1116816,1088727,1050117,1041322,1035931,1046002,1084716,1158367,933904,1185639,1159319,1135559,1084802,1024582,901414,892623,895393,916145,966299,1027498,1101927,10,2017,
29,983131,1205344,1150626,1101578,1067777,1048351,1020120,1014382,1045829,1146593,1209957,939214,1217864,1191186,1129229,1058014,982307,927288,931439,951990,1021075,1085405,1177706,1218166,10,2017,
30,946293,1190801,1141634,1109035,1080928,1066973,1051984,1046481,1077842,1170238,1241051,944003,1209770,1179916,1135793,1039865,960161,951312,970659,1021391,1134432,1318087,1326425,1237799,10,2017,
31,910610,1118077,1093662,1071945,1062302,1054257,1045161,1052859,1081442,1157115,1137595,888984,1098923,1113201,1077637,994003,915753,888446,899578,941385,1039365,1205986,1215539,1139780,10,2017,
1,868573,1073758,1038130,1017135,1013254,1032654,1073695,1072633,1102902,1141531,1174070,842034,1153832,1137328,1084346,989564,916902,830436,833308,858760,940417,1099724,1115639,1098125,11,2017,
2,867371,1130219,1121023,1100331,1103897,1082946,1078939,1079826,1125528,1216200,1278475,837379,1286108,1282972,1270119,1207772,1126184,825165,832865,865828,964934,1105913,1166918,1139974,11,2017,
3,1081184,1310581,1295817,1254705,1235378,1201385,1185555,1191467,1244050,1354103,1378612,1074063,1376365,1371526,1353242,1339387,1292343,1079876,1100065,1154735,1246706,1383095,1393982,1328823,11,2017,
4,1254815,1347604,1288604,1244024,1199881,1159386,1134632,1150938,1201000,1303170,1317137,1229010,1314198,1308771,1288818,1296642,1244543,1230478,1249506,1282702,1332458,1404306,1446432,1402984,11,2017,
5,1203070,1296285,1212074,1172704,1141404,1099816,1070570,1059959,1114213,1231124,1256489,1182079,1260607,1302741,1260577,1188275,1121995,1182086,1176581,1187725,1218720,1271080,1329578,1337672,11,2017,
6,1086297,1275917,1274383,1229960,1195590,1175883,1145098,1132081,1178314,1301087,1353296,1068390,1355684,1324406,1290220,1200688,1127297,1074736,1091937,1134891,1195622,1313889,1341511,1289357,11,2017,
7,1083016,1281618,1266480,1234726,1215622,1190858,1188009,1188811,1223496,1295259,1314801,1078608,1291928,1241503,1220574,1128490,1028618,1079029,1098367,1140528,1236322,1336842,1372427,1324650,11,2017,
8,974793,1100965,1096687,1085473,1071332,1062195,1056537,1067620,1116644,1190369,1219145,942846,1204663,1162518,1117817,1030096,948952,931449,925410,938162,979977,1098656,1143700,1095511,11,2017,
9,897757,1092408,1085300,1077670,1062147,1069655,1060078,1061677,1078018,1157286,1211054,874378,1191293,1191654,1114503,1028828,945701,857139,850930,899360,988605,1139652,1175781,1134774,11,2017,
10,889706,1104923,1074816,1053296,1042749,1056689,1045064,1038898,1053524,1125144,1145911,863839,1110454,1074595,1038304,986225,911951,854652,857186,896786,973702,1114816,1167062,1131459,11,2017,
11,850628,1053647,1045554,1025816,1005943,992277,979556,986533,1008256,1111091,1121629,810078,1087150,1047636,990276,926752,854726,798720,795388,814110,845346,900228,972270,1035550,11,2017,
12,793615,1134967,1149090,1145658,1133805,1151312,1152114,1168486,1194405,1224050,1231539,749150,1236364,1236410,1164085,1070468,982030,731226,733758,738091,764505,825895,930598,1060495,11,2017,
13,927030,1168059,1187204,1162808,1140978,1134821,1143780,1153429,1204512,1294226,1323277,903806,1309278,1252794,1194928,1090305,1000032,904172,914243,949793,1005555,1138457,1198733,1149845,11,2017,
14,936467,1129965,1111986,1092192,1067084,1050611,1043746,1051192,1106433,1210464,1256505,910107,1247864,1209430,1162048,1072084,971232,901670,907708,938685,1020724,1168617,1202102,1159828,11,2017,
15,876080,1138227,1105786,1087789,1084095,1091352,1088663,1098162,1144458,1208472,1238805,875398,1223506,1218107,1174242,1082093,995121,890571,897168,938946,1038526,1172504,1218111,1172196,11,2017,
16,936046,1124833,1126344,1125027,1125824,1090061,1058812,1073164,1105076,1190491,1220591,908296,1215071,1186910,1134698,1039869,951234,890008,897345,904887,966822,1112086,1156732,1128929,11,2017,
17,894502,1122848,1062497,1029599,1037804,1058646,1065293,1060023,1100532,1228280,1270359,876538,1266344,1246541,1229751,1174906,1104570,870672,879423,920858,1014220,1172930,1194904,1147621,11,2017,
18,1055797,1273737,1250313,1198165,1135940,1094956,1068773,1077361,1136532,1261207,1290908,1037772,1279008,1265469,1216084,1158466,1098059,1032078,1047719,1073553,1084489,1120122,1198397,1281028,11,2017,
19,1043066,1288060,1226119,1191588,1159172,1138042,1116537,1133405,1194386,1303520,1323426,1022953,1344429,1318046,1249816,1169367,1093645,1018664,1022038,1036207,1072344,1130459,1224463,1287982,11,2017,
20,1044295,1308115,1270590,1245396,1229057,1221557,1219211,1227666,1305479,1422460,1469644,1031660,1473005,1446276,1383618,1283152,1215976,1040097,1032270,1074558,1151274,1301283,1358942,1342537,11,2017,
21,1163753,1366834,1303964,1262443,1224153,1209291,1205554,1220001,1291185,1436613,1472401,1141926,1476722,1472057,1400461,1303045,1222694,1130094,1126916,1167029,1259412,1429748,1468572,1406824,11,2017,
22,,,,,,,,,,,,,,,,,,,,,,,,,11,2017,
23,,,,,,,,,,,,,,,,,,,,,,,,,11,2017,
24,,,,,,,,,,,,,,,,,,,,,,,,,11,2017,
25,,,,,,,,,,,,,,,,,,,,,,,,,11,2017,
26,,,,,,,,,,,,,,,,,,,,,,,,,11,2017,
27,,,,,,,,,,,,,,,,,,,,,,,,,11,2017,
28,,,,,,,,,,,,,,,,,,,,,,,,,11,2017,
29,976014,1167899,1135159,1102898,1093148,1080935,1064830,1066876,1130758,1275753,1313897,964972,1302463,1265629,1185164,1087017,1003805,957080,945062,970305,1041021,1173116,1250341,1216290,11,2017,
30,939314,1125382,1100842,1087180,1079818,1037369,1024937,1042511,1112832,1233753,1273014,909666,1267460,1233576,1150370,1045791,957137,899033,908750,944891,1013786,1173836,1217600,1161095,11,2017,
1,878683,1084646,1077137,1074030,1059137,1044896,1042401,1036557,1035099,1113868,1141330,827970,1117414,1139011,1103157,1042446,977816,819011,815422,842300,911409,1055935,1109278,1089008,12,2017,
2,944575,1249081,1209312,1164240,1126986,1094842,1073039,1087493,1167845,1282717,1274749,920987,1258332,1268296,1266787,1208925,1161709,916129,931402,966999,1011564,1093860,1188540,1250526,12,2017,
3,1103470,1362618,1305654,1237934,1202102,1179977,1177532,1184041,1273086,1386682,1369212,1078806,1370254,1357542,1331605,1233713,1155822,1078547,1081879,1117199,1141730,1210637,1310691,1381155,12,2017,
4,1102039,1485546,1450072,1410998,1371838,1349742,1333446,1342498,1408416,1600084,1674153,1089563,1684219,1690077,1646783,1530682,1418346,1083272,1102156,1149578,1273383,1476569,1574586,1524463,12,2017,
5,1385655,1531476,1457295,1400251,1337104,1300161,1286071,1296138,1373851,1552312,1618416,1357283,1639231,1681157,1632654,1534509,1443165,1359053,1369864,1399157,1498562,1675467,1711500,1604617,12,2017,
6,1424742,1528780,1430987,1361678,1290634,1250722,1220661,1212727,1307176,1486706,1540160,1420378,1536378,1503669,1429063,1310860,1179164,1430024,1451743,1480505,1585270,1753660,1772777,1654070,12,2017,
7,1129813,1320234,1278756,1242472,1220473,1213652,1214446,1238797,1334426,1502719,1592598,1096530,1626804,1650965,1670226,1589702,1528365,1086553,1075314,1116495,1209379,1390417,1453550,1383950,12,2017,
8,1494562,1715437,1659915,1614439,1557932,1521597,1486288,1481781,1557275,1699706,1730532,1500423,1729754,1721433,1690951,1636095,1571300,1497884,1506171,1546134,1644880,1814587,1854875,1771586,12,2017,
9,1547749,1715297,1634659,1542164,1451144,1373492,1326272,1326423,1382679,1539234,1566498,1520633,1570322,1554347,1523220,1474521,1391621,1508984,1529719,1555402,1601006,1671700,1769645,1781870,12,2017,
10,1328233,1450731,1340331,1251667,1205354,1154414,1112045,1102753,1160431,1331916,1375621,1299708,1400221,1395124,1346307,1277663,1195880,1290704,1289247,1304609,1305275,1336677,1419516,1472323,12,2017,
11,1158878,1342492,1264692,1222942,1181054,1144402,1101899,1114437,1175171,1368896,1445901,1141220,1459449,1447892,1401890,1299533,1206780,1146469,1166564,1196729,1269089,1421797,1493948,1424746,12,2017,
12,1183886,1339690,1264880,1203566,1166054,1142042,1119683,1133801,1207792,1391501,1474117,1176183,1481038,1459998,1390616,1275336,1153766,1180349,1196991,1227190,1343870,1525418,1565720,1457130,12,2017,
13,1108449,1231386,1193455,1155470,1112773,1079013,1060078,1065385,1125802,1298208,1343613,1074875,1356472,1355992,1306786,1209477,1110369,1065315,1052390,1013517,1104062,1258261,1322245,1276233,12,2017,
14,1071416,1264446,1200720,1153233,1133646,1112597,1069107,1060863,1109835,1301617,1388097,1042851,1400376,1387858,1328292,1227898,1115954,1038794,1053692,1071239,1180584,1339807,1417251,1365361,12,2017,
15,1073576,1271681,1209795,1170811,1132516,1086139,1064773,1065798,1128849,1275695,1304120,1045510,1290892,1269525,1229620,1166757,1070588,1039023,1048508,1071335,1158271,1324998,1388584,1330337,12,2017,
16,1030130,1307275,1259759,1186159,1131956,1083639,1073314,1083308,1160386,1295237,1337038,995194,1334665,1335688,1318679,1272587,1206733,993065,1005767,1033438,1099956,1166263,1266913,1320186,12,2017,
17,1150595,1310489,1237288,1147885,1103807,1072170,1039455,1033267,1104130,1251513,1286329,1121912,1288244,1277205,1204507,1102636,999994,1116399,1119768,1136229,1163969,1202477,1292773,1347648,12,2017,
18,933292,1194941,1170202,1124427,1112614,1097433,1084150,1081292,1120200,1280893,1330016,904397,1331091,1294492,1228882,1133727,1016664,904852,912475,963276,1057686,1213308,1284352,1244084,12,2017,
19,958582,1251858,1215307,1178618,1169866,1163266,1152902,1155909,1190968,1364946,1444478,929691,1459145,1471533,1487103,1389887,1293587,927368,949419,1001098,1104550,1280732,1342171,1299197,12,2017,
20,1236239,1474447,1384166,1342110,1275469,1239436,1222402,1216073,1281941,1445866,1494248,1222517,1507467,1505978,1442881,1397438,1290562,1232392,1257294,1318097,1433037,1611468,1681860,1590096,12,2017,
21,1214145,1382590,1375566,1355275,1318223,1289731,1281330,1285790,1331630,1457298,1484123,1189363,1472711,1445473,1363453,1266832,1157161,1173800,1176073,1199791,1253284,1351210,1410689,1390907,12,2017,
22,1076131,1316977,1295141,1290318,1260263,1248197,1237424,1248352,1295253,1364728,1357683,1029133,1322259,1277857,1220169,1148656,1044318,1011716,1013490,1036015,1110233,1210183,1297429,1309169,12,2017,
23,963647,1144944,1150608,1112010,1068360,1029639,1001358,999552,1028387,1173915,1206163,905054,1205324,1202512,1185099,1140187,1082793,875445,858372,865781,897593,941114,1015154,1097268,12,2017,
24,1009426,1272226,1215973,1148045,1100043,1057872,1026784,1015454,1054731,1185412,1229120,974669,1220328,1246239,1251307,1224617,1161817,975699,980920,990737,1014853,1080451,1181836,1274066,12,2017,
